data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-08-06T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,20,1,21,132,153,13,15,2810,472,3149,286,3435,133345,86980,
2020-08-06T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,51,53,0,0,373,28,402,52,454,48573,47783,
2020-08-06T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,7,1,8,83,91,-10,2,1088,97,1159,117,1276,125393,123359,  Il caso positivo rilevato dal laboratorio dell'AO di Cosenza  è un turista proveniente dalla Campania .  Il caso positivo di oggi rilevato dall'AO di Reggio Calabria appartiene allo sbarco di Roccella del 11/07
2020-08-06T17:00:00,ITA,15,Campania,40.83956555,14.25084984,20,1,21,364,385,-9,5,4212,438,4957,78,5035,343950,179583,
2020-08-06T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,78,4,82,1570,1652,43,58,24011,4291,28454,1500,29954,704622,423543,"In seguito a verifica è stato eliminato 1 casi da Ferrara, in quanto inserimento duplicato dello stesso paziente con dati anagrafici non corretti. Si corregge pertanto il numero dei casi comunicato ieri: n corretto 29.897-1.
"
2020-08-06T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,11,2,13,140,153,6,7,2933,346,3404,28,3432,263885,129283,
2020-08-06T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,185,8,193,800,993,10,18,6886,865,6223,2521,8744,433176,355838,
2020-08-06T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,20,0,20,190,210,3,13,8485,1568,8443,1820,10263,196917,105218,
2020-08-06T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,168,11,179,5549,5728,-95,118,74080,16829,89887,6750,96637,1344362,808787,
2020-08-06T17:00:00,ITA,11,Marche,43.61675973,13.5188753,16,0,16,125,141,4,9,5786,987,6911,3,6914,172676,103309,
2020-08-06T17:00:00,ITA,14,Molise,41.55774754,14.65916051,1,0,1,33,34,0,0,421,23,475,3,478,28685,27530,
2020-08-06T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,8,0,8,116,124,8,12,2341,292,2757,0,2757,110703,57346,
2020-08-06T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,3,0,3,77,80,1,4,4503,405,3397,1591,4988,158888,74061,
2020-08-06T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,90,4,94,684,778,-2,22,26849,4135,25058,6704,31762,513925,313748,
2020-08-06T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,24,0,24,134,158,6,7,3974,553,1892,2793,4685,251470,173426,per 1024 casi non e' disponibile la provenienza
2020-08-06T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,7,0,7,48,55,2,3,1241,134,1374,56,1430,110821,93975,
2020-08-06T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,37,4,41,301,342,28,30,2743,284,2853,516,3369,289460,225491,
2020-08-06T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,20,0,20,405,425,10,17,8985,1137,10287,260,10547,441676,291429,
2020-08-06T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,8,0,8,21,29,-1,3,1373,80,1455,27,1482,125769,80599,
2020-08-06T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,1,0,1,12,13,1,1,1051,146,1092,118,1210,22165,15940,
2020-08-06T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,36,6,42,1055,1097,30,58,17178,2077,19484,868,20352,1279252,499706,
