data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-04-25T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,323,26,349,1712,2061,-18,29,478,293,2832,33624,25959,,
2020-04-25T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,58,7,65,153,218,-11,1,118,25,361,9792,9792,,
2020-04-25T17:00:00,ITA,04,P.A. Bolzano,46.49933453,11.35662422,141,14,155,880,1035,-58,20,1176,265,2476,36608,17573,,
2020-04-25T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,125,7,132,679,811,-10,9,197,80,1088,29959,28006,,
2020-04-25T17:00:00,ITA,15,Campania,40.83956555,14.25084984,543,55,598,2337,2935,-8,17,1023,341,4299,64521,41399,,
2020-04-25T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,2718,246,2964,9383,12347,-162,239,8515,3347,24209,156883,105628,,
2020-04-25T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,122,15,137,947,1084,-236,21,1556,263,2903,58375,37211,,
2020-04-25T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1421,183,1604,2957,4561,69,92,1276,387,6224,118354,90582,,
2020-04-25T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,759,83,842,2591,3433,-4,128,2775,1093,7301,41125,26898,,
2020-04-25T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,8489,724,9213,25260,34473,105,713,24227,13269,71969,326940,202827,,
2020-04-25T17:00:00,ITA,11,Marche,43.61675973,13.5188753,689,58,747,2525,3272,-1,30,1912,874,6058,50996,34256,,
2020-04-25T17:00:00,ITA,14,Molise,41.55774754,14.65916051,19,1,20,178,198,-2,5,73,21,292,5191,5089,,
2020-04-25T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,2937,238,3175,12327,15502,111,604,6157,2767,24426,131107,93325,,
2020-04-25T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,469,48,517,2402,2919,-14,31,602,391,3912,54628,53500,,
2020-04-25T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,96,18,114,680,794,-10,14,374,103,1271,20351,18480,,
2020-04-25T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,452,33,485,1787,2272,-48,39,524,224,3020,68251,64892,,
2020-04-25T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,687,166,853,5293,6146,13,138,2109,760,9015,125495,98753,,
2020-04-25T17:00:00,ITA,04,P.A. Trento,46.06893511,11.12123097,202,27,229,1515,1744,-83,62,1694,400,3838,30661,19394,,
2020-04-25T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,95,18,113,184,297,-25,3,1006,63,1366,31939,21842,,
2020-04-25T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,83,6,89,224,313,-41,0,657,130,1100,5966,4694,,
2020-04-25T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,1105,129,1234,8198,9432,-247,162,6671,1288,17391,306977,186426,,
