data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-09-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,33,1,34,420,454,24,24,2902,472,3367,461,3828,160980,104572,
2020-09-03T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,2,1,3,102,105,15,15,408,28,409,132,541,58050,57240,N. 10 CASI POSITIVI PER ATTIVITA' DI SCREENING IN EXTRACOMUNITARI DI VARIA NAZIONALITA' IN CAMPO DI ACCOGLIENZA.
2020-09-03T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,20,1,21,273,294,4,13,1167,97,1159,399,1558,160804,158698,
2020-09-03T17:00:00,ITA,15,Campania,40.83956555,14.25084984,185,4,189,2391,2580,178,193,4452,446,6595,883,7478,436399,252337,
2020-09-03T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,108,11,119,3066,3185,82,118,24598,4463,29507,2739,32246,932435,546180,
2020-09-03T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,12,3,15,387,402,15,25,3080,349,3675,156,3831,335163,155933,
2020-09-03T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,351,9,360,3184,3544,137,154,7177,879,6769,4831,11600,616425,506670,
2020-09-03T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,39,7,46,581,627,20,22,8840,1572,8666,2373,11039,244415,131659,
2020-09-03T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,225,27,252,7193,7445,167,228,76467,16870,91957,8825,100782,1644192,1008369,
2020-09-03T17:00:00,ITA,11,Marche,43.61675973,13.5188753,13,1,14,321,335,15,21,5971,988,7294,0,7294,209592,124694,
2020-09-03T17:00:00,ITA,14,Molise,41.55774754,14.65916051,3,0,3,72,75,2,2,432,23,502,28,530,34390,33143,
2020-09-03T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,8,2,10,196,206,0,4,2464,292,2962,0,2962,140710,74513,
2020-09-03T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,3,1,4,206,210,87,91,4608,405,3477,1746,5223,190408,84365,
2020-09-03T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,92,7,99,1487,1586,65,75,27330,4148,24308,8756,33064,601368,369467,
2020-09-03T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,148,6,154,832,986,64,78,4078,560,2029,3595,5624,316840,224094,per 881 casi non e' disponibile la provenienza
2020-09-03T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,35,6,41,905,946,37,39,1274,135,1595,760,2355,141041,120029,
2020-09-03T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,81,12,93,1159,1252,25,54,2947,288,3235,1252,4487,360966,275130,
2020-09-03T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,63,7,70,1661,1731,95,113,9206,1143,10771,1309,12080,560036,371628,
2020-09-03T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,10,2,12,290,302,4,9,1457,80,1526,313,1839,160064,98418,
2020-09-03T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,3,0,3,33,36,4,4,1065,146,1119,128,1247,25341,17863,
2020-09-03T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,71,12,83,2531,2614,58,115,18567,2123,20028,3276,23304,1592039,627148,
