date;region_code;region_name;lat;long;hospitalized_with_symptoms;intensive_care;total_hospitalized;home_isolation;positive_tests;new_positive_tests;discharged;deceased;total_cases;total_tests;;;;;;;;;;;;
15/03/2020;1;Piemonte;450.732.745;7.680.687.483;726;171;897;133;1030;216;0;81;1111;4375;;;;;;;;;;;;
15/03/2020;16;Puglia;4.112.559.576;1.686.736.689;116;6;122;90;212;56;2;16;230;2017;;;;;;;;;;;;
15/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;16;0;16;59;75;28;0;2;77;613;;;;;;;;;;;;
15/03/2020;19;Sicilia;3.811.569.725;133.623.567;56;15;71;108;179;29;7;2;188;2452;;;;;;;;;;;;
15/03/2020;9;Toscana;4.376.923.077;1.125.588.885;175;107;282;481;763;149;10;8;781;5132;;;;;;;;;;;;
15/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;73;19;92;275;367;168;5;6;378;1006;;;;;;;;;;;;
15/03/2020;10;Umbria;4.310.675.841;1.238.824.698;25;13;38;101;139;36;3;1;143;965;;;;;;;;;;;;
15/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;10;3;13;43;56;15;0;1;57;230;;;;;;;;;;;;
15/03/2020;5;Veneto;4.543.490.485;1.233.845.213;426;129;555;1434;1989;214;120;63;2172;32546;;;;;;;;;;;;
16/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;71;37;108;57;165;37;7;4;176;1533;;;;;;;;;;;;
16/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;1;2;3;9;12;1;0;0;12;230;;;;;;;;;;;;
16/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;53;11;64;171;235;36;0;6;241;1740;;;;;;;;;;;;
16/03/2020;18;Calabria;3.890.597.598;1.659.440.194;36;7;43;44;87;21;1;1;89;1030;;;;;;;;;;;;
16/03/2020;15;Campania;4.083.956.555;1.425.084.984;103;22;125;238;363;67;28;9;400;2517;;;;;;;;;;;;
16/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;1362;197;1559;1529;3088;347;88;346;3522;13096;;;;;;;;;;;;
16/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;96;19;115;231;346;30;18;22;386;4851;;;;;;;;;;;;
16/03/2020;12;Lazio;4.189.277.044;1.248.366.722;267;31;298;174;472;76;32;19;523;9330;;;;;;;;;;;;
16/03/2020;7;Liguria;4.441.149.315;89.326.992;255;73;328;247;575;82;42;50;667;2189;;;;;;;;;;;;
16/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;6171;823;6994;3867;10861;818;2368;1420;14649;43565;;;;;;;;;;;;
16/03/2020;11;Marche;4.361.675.973;135.188.753;528;110;638;547;1185;98;0;57;1242;3225;;;;;;;;;;;;
16/03/2020;14;Molise;4.155.774.754;1.465.916.051;3;5;8;7;15;-2;5;1;21;253;;;;;;;;;;;;
16/03/2020;1;Piemonte;450.732.745;7.680.687.483;1045;186;1231;174;1405;375;0;111;1516;5588;;;;;;;;;;;;
16/03/2020;16;Puglia;4.112.559.576;1.686.736.689;116;6;122;90;212;0;2;16;230;2017;;;;;;;;;;;;
16/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;39;0;39;66;105;30;0;2;107;797;;;;;;;;;;;;
16/03/2020;19;Sicilia;3.811.569.725;133.623.567;75;20;95;108;203;24;8;2;213;2653;;;;;;;;;;;;
16/03/2020;9;Toscana;4.376.923.077;1.125.588.885;175;107;282;559;841;78;11;14;866;5910;;;;;;;;;;;;
16/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;73;19;92;275;367;0;5;6;378;1006;;;;;;;;;;;;
16/03/2020;10;Umbria;4.310.675.841;1.238.824.698;30;15;45;114;159;20;4;1;164;1093;;;;;;;;;;;;
16/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;28;5;33;70;103;47;0;2;105;287;;;;;;;;;;;;
16/03/2020;5;Veneto;4.543.490.485;1.233.845.213;498;156;654;1620;2274;285;130;69;2473;35052;;;;;;;;;;;;
17/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;94;32;126;90;216;51;7;6;229;1688;;;;;;;;;;;;
17/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;5;2;7;13;20;8;0;0;20;262;;;;;;;;;;;;
17/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;71;11;82;200;282;47;1;8;291;2149;;;;;;;;;;;;
17/03/2020;18;Calabria;3.890.597.598;1.659.440.194;45;10;55;57;112;25;1;1;114;1293;;;;;;;;;;;;
17/03/2020;15;Campania;4.083.956.555;1.425.084.984;127;24;151;272;423;60;28;9;460;2685;;;;;;;;;;;;
17/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;1566;223;1789;1615;3404;316;134;393;3931;14510;;;;;;;;;;;;
17/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;104;21;125;222;347;1;17;30;394;4958;;;;;;;;;;;;
17/03/2020;12;Lazio;4.189.277.044;1.248.366.722;314;44;358;192;550;78;34;23;607;9436;;;;;;;;;;;;
17/03/2020;7;Liguria;4.441.149.315;89.326.992;299;85;384;277;661;86;57;60;778;2509;;;;;;;;;;;;
17/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;6953;879;7832;4263;12095;1234;2485;1640;16220;46449;;;;;;;;;;;;
17/03/2020;11;Marche;4.361.675.973;135.188.753;599;109;708;594;1302;117;0;69;1371;3225;;;;;;;;;;;;
17/03/2020;14;Molise;4.155.774.754;1.465.916.051;7;5;12;7;19;4;5;1;25;301;;;;;;;;;;;;
17/03/2020;1;Piemonte;450.732.745;7.680.687.483;1378;206;1584;180;1764;359;0;133;1897;6543;;;;;;;;;;;;
17/03/2020;16;Puglia;4.112.559.576;1.686.736.689;155;14;169;151;320;108;2;18;340;3077;;;;;;;;;;;;
17/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;36;4;40;75;115;10;0;2;117;1003;;;;;;;;;;;;
17/03/2020;19;Sicilia;3.811.569.725;133.623.567;86;28;114;112;226;23;8;3;237;2916;;;;;;;;;;;;
17/03/2020;9;Toscana;4.376.923.077;1.125.588.885;329;143;472;552;1024;183;12;17;1053;6727;;;;;;;;;;;;
17/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;107;22;129;239;368;1;10;7;385;1727;;;;;;;;;;;;
17/03/2020;10;Umbria;4.310.675.841;1.238.824.698;36;21;57;135;192;33;4;1;197;1323;;;;;;;;;;;;
17/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;35;6;41;93;134;31;0;2;136;398;;;;;;;;;;;;
17/03/2020;5;Veneto;4.543.490.485;1.233.845.213;548;171;719;1769;2488;214;136;80;2704;35478;;;;;;;;;;;;
18/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;99;41;140;109;249;33;7;7;263;2054;;;;;;;;;;;;
18/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;9;2;11;16;27;7;0;0;27;262;;;;;;;;;;;;
18/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;79;18;97;269;366;84;1;9;376;2844;;;;;;;;;;;;
18/03/2020;18;Calabria;3.890.597.598;1.659.440.194;45;11;56;70;126;14;2;1;129;1668;;;;;;;;;;;;
18/03/2020;15;Campania;4.083.956.555;1.425.084.984;127;24;151;272;423;0;28;9;460;2685;;;;;;;;;;;;
18/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;1784;247;2031;1884;3915;511;152;458;4525;15461;;;;;;;;;;;;
18/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;128;27;155;261;416;69;15;31;462;4958;;;;;;;;;;;;
18/03/2020;12;Lazio;4.189.277.044;1.248.366.722;374;44;418;232;650;100;42;32;724;11145;;;;;;;;;;;;
18/03/2020;7;Liguria;4.441.149.315;89.326.992;401;100;501;243;744;83;70;73;887;2912;;;;;;;;;;;;
18/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;7285;924;8209;4057;12266;171;3488;1959;17713;48983;;;;;;;;;;;;
18/03/2020;11;Marche;4.361.675.973;135.188.753;638;119;757;719;1476;174;0;92;1568;4109;;;;;;;;;;;;
18/03/2020;14;Molise;4.155.774.754;1.465.916.051;7;6;13;8;21;2;6;1;28;361;;;;;;;;;;;;
18/03/2020;1;Piemonte;450.732.745;7.680.687.483;1780;227;2007;180;2187;423;0;154;2341;7516;;;;;;;;;;;;
18/03/2020;16;Puglia;4.112.559.576;1.686.736.689;156;30;186;176;362;42;2;19;383;3433;;;;;;;;;;;;
18/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;42;7;49;83;132;17;0;2;134;1135;;;;;;;;;;;;
18/03/2020;19;Sicilia;3.811.569.725;133.623.567;100;29;129;138;267;41;12;3;282;3294;;;;;;;;;;;;
18/03/2020;9;Toscana;4.376.923.077;1.125.588.885;427;160;587;704;1291;267;17;22;1330;7606;;;;;;;;;;;;
18/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;141;22;163;273;436;68;12;7;455;2187;;;;;;;;;;;;
18/03/2020;10;Umbria;4.310.675.841;1.238.824.698;54;21;75;166;241;49;4;2;247;1601;;;;;;;;;;;;
18/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;41;3;44;118;162;28;0;3;165;486;;;;;;;;;;;;
18/03/2020;5;Veneto;4.543.490.485;1.233.845.213;646;195;841;2112;2953;465;167;94;3214;40841;;;;;;;;;;;;
19/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;181;47;228;138;366;117;8;11;385;2409;;;;;;;;;;;;
19/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;8;5;13;24;37;10;0;0;37;353;;;;;;;;;;;;
19/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;87;18;105;316;421;55;1;14;436;3568;;;;;;;;;;;;
19/03/2020;18;Calabria;3.890.597.598;1.659.440.194;60;13;73;91;164;38;2;3;169;2342;;;;;;;;;;;;
19/03/2020;15;Campania;4.083.956.555;1.425.084.984;213;36;249;356;605;182;30;17;652;3544;;;;;;;;;;;;
19/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;1900;260;2160;2346;4506;591;177;531;5214;18344;;;;;;;;;;;;
19/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;134;29;163;359;522;106;41;36;599;4052;;;;;;;;;;;;
19/03/2020;12;Lazio;4.189.277.044;1.248.366.722;426;45;471;270;741;91;44;38;823;11145;;;;;;;;;;;;
19/03/2020;7;Liguria;4.441.149.315;89.326.992;491;112;603;280;883;139;85;91;1059;3348;;;;;;;;;;;;
19/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;7387;1006;8393;5545;13938;1672;3778;2168;19884;52244;;;;;;;;;;;;
19/03/2020;11;Marche;4.361.675.973;135.188.753;656;141;797;825;1622;146;0;115;1737;4512;;;;;;;;;;;;
19/03/2020;14;Molise;4.155.774.754;1.465.916.051;19;6;25;13;38;17;6;2;46;426;;;;;;;;;;;;
19/03/2020;1;Piemonte;450.732.745;7.680.687.483;2279;257;2536;218;2754;567;3;175;2932;8853;;;;;;;;;;;;
19/03/2020;16;Puglia;4.112.559.576;1.686.736.689;173;31;204;245;449;87;4;25;478;4046;;;;;;;;;;;;
19/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;43;9;52;152;204;72;0;2;206;1334;;;;;;;;;;;;
19/03/2020;19;Sicilia;3.811.569.725;133.623.567;143;36;179;142;321;54;15;4;340;3961;;;;;;;;;;;;
19/03/2020;9;Toscana;4.376.923.077;1.125.588.885;501;178;679;743;1422;131;22;38;1482;8873;;;;;;;;;;;;
19/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;169;30;199;292;491;55;20;12;523;2203;;;;;;;;;;;;
19/03/2020;10;Umbria;4.310.675.841;1.238.824.698;69;21;90;238;328;87;4;2;334;1954;;;;;;;;;;;;
19/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;47;9;56;153;209;47;0;6;215;608;;;;;;;;;;;;
19/03/2020;5;Veneto;4.543.490.485;1.233.845.213;771;209;980;2189;3169;216;200;115;3484;44658;;;;;;;;;;;;
20/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;190;48;238;184;422;56;10;17;449;2695;;;;;;;;;;;;
20/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;8;5;13;39;52;15;0;0;52;443;;;;;;;;;;;;
20/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;99;24;123;407;530;109;1;17;548;4433;;;;;;;;;;;;
20/03/2020;18;Calabria;3.890.597.598;1.659.440.194;71;16;87;114;201;37;2;4;207;2690;;;;;;;;;;;;
20/03/2020;15;Campania;4.083.956.555;1.425.084.984;130;41;171;531;702;97;30;17;749;3845;;;;;;;;;;;;
20/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;2083;267;2350;2739;5089;583;239;640;5968;20753;;;;;;;;;;;;
20/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;143;32;175;380;555;33;63;38;656;4964;;;;;;;;;;;;
20/03/2020;12;Lazio;4.189.277.044;1.248.366.722;537;47;584;328;912;171;53;43;1008;13889;;;;;;;;;;;;
20/03/2020;7;Liguria;4.441.149.315;89.326.992;573;121;694;307;1001;118;101;119;1221;3794;;;;;;;;;;;;
20/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;7735;1050;8785;6635;15420;1482;4295;2549;22264;57174;;;;;;;;;;;;
20/03/2020;11;Marche;4.361.675.973;135.188.753;704;138;842;1002;1844;222;0;137;1981;5170;;;;;;;;;;;;
20/03/2020;14;Molise;4.155.774.754;1.465.916.051;20;6;26;13;39;1;6;5;50;426;;;;;;;;;;;;
20/03/2020;1;Piemonte;450.732.745;7.680.687.483;1541;280;1821;1423;3244;490;8;209;3461;9975;;;;;;;;;;;;
20/03/2020;16;Puglia;4.112.559.576;1.686.736.689;191;31;222;329;551;102;4;26;581;4789;;;;;;;;;;;;
20/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;56;15;71;217;288;84;3;2;293;1912;;;;;;;;;;;;
20/03/2020;19;Sicilia;3.811.569.725;133.623.567;168;42;210;169;379;58;25;4;408;4468;;;;;;;;;;;;
20/03/2020;9;Toscana;4.376.923.077;1.125.588.885;601;189;790;923;1713;291;33;47;1793;10405;;;;;;;;;;;;
20/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;198;34;232;368;600;109;29;13;642;2656;;;;;;;;;;;;
20/03/2020;10;Umbria;4.310.675.841;1.238.824.698;75;24;99;285;384;56;4;7;395;2303;;;;;;;;;;;;
20/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;54;9;63;194;257;48;0;7;264;814;;;;;;;;;;;;
20/03/2020;5;Veneto;4.543.490.485;1.233.845.213;843;236;1079;2598;3677;508;223;131;4031;49288;;;;;;;;;;;;
21/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;185;44;229;265;494;72;13;22;529;3035;;;;;;;;;;;;
21/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;12;7;19;47;66;14;0;0;66;522;;;;;;;;;;;;
21/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;127;30;157;443;600;70;1;20;621;5179;;;;;;;;;;;;
21/03/2020;18;Calabria;3.890.597.598;1.659.440.194;73;16;89;136;225;24;5;5;235;3050;;;;;;;;;;;;
21/03/2020;15;Campania;4.083.956.555;1.425.084.984;233;87;320;473;793;91;29;22;844;4448;;;;;;;;;;;;
21/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;2267;265;2532;3129;5661;572;329;715;6705;24620;;;;;;;;;;;;
21/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;152;37;189;477;666;111;82;42;790;5955;;;;;;;;;;;;
21/03/2020;12;Lazio;4.189.277.044;1.248.366.722;591;70;661;425;1086;174;54;50;1190;13889;;;;;;;;;;;;
21/03/2020;7;Liguria;4.441.149.315;89.326.992;598;129;727;432;1159;158;125;152;1436;4304;;;;;;;;;;;;
21/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;8258;1093;9351;8019;17370;1950;5050;3095;25515;66730;;;;;;;;;;;;
21/03/2020;11;Marche;4.361.675.973;135.188.753;742;141;883;1114;1997;153;2;154;2153;5740;;;;;;;;;;;;
21/03/2020;14;Molise;4.155.774.754;1.465.916.051;21;6;27;20;47;8;7;7;61;449;;;;;;;;;;;;
21/03/2020;1;Piemonte;450.732.745;7.680.687.483;1976;301;2277;1229;3506;262;8;238;3752;10701;;;;;;;;;;;;
21/03/2020;16;Puglia;4.112.559.576;1.686.736.689;209;33;242;400;642;91;4;29;675;5617;;;;;;;;;;;;
21/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;65;16;81;240;321;33;5;4;330;2297;;;;;;;;;;;;
21/03/2020;19;Sicilia;3.811.569.725;133.623.567;206;48;254;204;458;79;26;6;490;4883;;;;;;;;;;;;
21/03/2020;9;Toscana;4.376.923.077;1.125.588.885;664;202;866;1039;1905;192;35;72;2012;11909;;;;;;;;;;;;
21/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;233;39;272;448;720;120;34;28;782;2656;;;;;;;;;;;;
21/03/2020;10;Umbria;4.310.675.841;1.238.824.698;92;29;121;326;447;63;5;10;462;2712;;;;;;;;;;;;
21/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;62;15;77;227;304;47;1;8;313;884;;;;;;;;;;;;
21/03/2020;5;Veneto;4.543.490.485;1.233.845.213;942;249;1191;3023;4214;537;257;146;4617;53642;;;;;;;;;;;;
22/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;218;49;267;272;539;45;15;33;587;3375;;;;;;;;;;;;
22/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;13;10;23;58;81;15;0;0;81;643;;;;;;;;;;;;
22/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;146;32;178;470;648;48;7;23;678;5718;;;;;;;;;;;;
22/03/2020;18;Calabria;3.890.597.598;1.659.440.194;77;17;94;166;260;35;5;8;273;3666;;;;;;;;;;;;
22/03/2020;15;Campania;4.083.956.555;1.425.084.984;243;99;342;524;866;73;41;29;936;4943;;;;;;;;;;;;
22/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;2429;269;2698;3692;6390;729;349;816;7555;28022;;;;;;;;;;;;
22/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;163;47;210;528;738;72;89;47;874;6761;;;;;;;;;;;;
22/03/2020;12;Lazio;4.189.277.044;1.248.366.722;671;79;750;522;1272;186;58;53;1383;17845;;;;;;;;;;;;
22/03/2020;7;Liguria;4.441.149.315;89.326.992;736;132;868;483;1351;192;143;171;1665;4995;;;;;;;;;;;;
22/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;9439;1142;10581;7304;17885;515;5865;3456;27206;70598;;;;;;;;;;;;
22/03/2020;11;Marche;4.361.675.973;135.188.753;816;138;954;1277;2231;234;6;184;2421;6391;;;;;;;;;;;;
22/03/2020;14;Molise;4.155.774.754;1.465.916.051;24;7;31;21;52;5;7;7;66;532;;;;;;;;;;;;
22/03/2020;1;Piemonte;450.732.745;7.680.687.483;2118;308;2426;1701;4127;621;10;283;4420;12701;;;;;;;;;;;;
22/03/2020;16;Puglia;4.112.559.576;1.686.736.689;252;37;289;459;748;106;7;31;786;6160;;;;;;;;;;;;
22/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;67;16;83;244;327;6;5;7;339;2402;;;;;;;;;;;;
22/03/2020;19;Sicilia;3.811.569.725;133.623.567;220;55;275;321;596;138;26;8;630;5580;;;;;;;;;;;;
22/03/2020;9;Toscana;4.376.923.077;1.125.588.885;706;215;921;1223;2144;239;42;91;2277;13264;;;;;;;;;;;;
22/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;235;46;281;604;885;165;34;35;954;3050;;;;;;;;;;;;
22/03/2020;10;Umbria;4.310.675.841;1.238.824.698;97;35;132;368;500;53;5;16;521;3135;;;;;;;;;;;;
22/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;63;21;84;270;354;50;1;9;364;950;;;;;;;;;;;;
22/03/2020;5;Veneto;4.543.490.485;1.233.845.213;1113;255;1368;3276;4644;430;309;169;5122;57671;;;;;;;;;;;;
23/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;228;52;280;325;605;66;20;38;663;3674;;;;;;;;;;;;
23/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;15;12;27;62;89;8;0;1;90;696;;;;;;;;;;;;
23/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;145;33;178;510;688;40;7;29;724;6084;;;;;;;;;;;;
23/03/2020;18;Calabria;3.890.597.598;1.659.440.194;82;20;102;178;280;20;5;7;292;4073;;;;;;;;;;;;
23/03/2020;15;Campania;4.083.956.555;1.425.084.984;266;110;376;553;929;63;48;49;1026;5813;;;;;;;;;;;;
23/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;2846;276;3122;4098;7220;830;423;892;8535;31200;;;;;;;;;;;;
23/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;185;41;226;545;771;33;105;54;930;7424;;;;;;;;;;;;
23/03/2020;12;Lazio;4.189.277.044;1.248.366.722;718;96;814;600;1414;142;63;63;1540;18371;;;;;;;;;;;;
23/03/2020;7;Liguria;4.441.149.315;89.326.992;761;133;894;659;1553;202;159;212;1924;5538;;;;;;;;;;;;
23/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;9266;1183;10449;8461;18910;1025;6075;3776;28761;73242;;;;;;;;;;;;
23/03/2020;11;Marche;4.361.675.973;135.188.753;882;148;1030;1328;2358;127;8;203;2569;6782;;;;;;;;;;;;
23/03/2020;14;Molise;4.155.774.754;1.465.916.051;25;7;32;18;50;-2;10;7;67;532;;;;;;;;;;;;
23/03/2020;1;Piemonte;450.732.745;7.680.687.483;2194;343;2537;1992;4529;402;17;315;4861;13560;;;;;;;;;;;;
23/03/2020;16;Puglia;4.112.559.576;1.686.736.689;285;45;330;532;862;114;7;37;906;6761;;;;;;;;;;;;
23/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;76;18;94;249;343;16;5;11;359;2568;;;;;;;;;;;;
23/03/2020;19;Sicilia;3.811.569.725;133.623.567;250;60;310;371;681;85;27;13;721;6375;;;;;;;;;;;;
23/03/2020;9;Toscana;4.376.923.077;1.125.588.885;838;238;1076;1225;2301;157;51;109;2461;13851;;;;;;;;;;;;
23/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;249;46;295;619;914;29;68;41;1023;3150;;;;;;;;;;;;
23/03/2020;10;Umbria;4.310.675.841;1.238.824.698;106;42;148;408;556;56;5;16;577;3561;;;;;;;;;;;;
23/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;69;20;89;290;379;25;2;12;393;1098;;;;;;;;;;;;
23/03/2020;5;Veneto;4.543.490.485;1.233.845.213;1206;281;1487;3499;4986;342;327;192;5505;61115;;;;;;;;;;;;
24/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;234;57;291;331;622;17;21;46;689;4294;;;;;;;;;;;;
24/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;14;12;26;65;91;2;0;1;92;744;;;;;;;;;;;;
24/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;166;38;204;495;699;11;44;38;781;6509;;;;;;;;;;;;
24/03/2020;18;Calabria;3.890.597.598;1.659.440.194;88;21;109;195;304;24;5;10;319;4486;;;;;;;;;;;;
24/03/2020;15;Campania;4.083.956.555;1.425.084.984;345;181;526;466;992;63;53;56;1101;6297;;;;;;;;;;;;
24/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;2974;291;3265;4446;7711;491;558;985;9254;33527;;;;;;;;;;;;
24/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;195;49;244;604;848;77;80;64;992;8526;;;;;;;;;;;;
24/03/2020;12;Lazio;4.189.277.044;1.248.366.722;747;94;841;704;1545;131;103;80;1728;18371;;;;;;;;;;;;
24/03/2020;7;Liguria;4.441.149.315;89.326.992;803;147;950;742;1692;139;193;231;2116;5992;;;;;;;;;;;;
24/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;9711;1194;10905;8963;19868;958;6657;4178;30703;76695;;;;;;;;;;;;
24/03/2020;11;Marche;4.361.675.973;135.188.753;862;149;1011;1486;2497;139;8;231;2736;7229;;;;;;;;;;;;
24/03/2020;14;Molise;4.155.774.754;1.465.916.051;27;7;34;21;55;5;10;8;73;572;;;;;;;;;;;;
24/03/2020;1;Piemonte;450.732.745;7.680.687.483;2404;360;2764;2360;5124;595;17;374;5515;15469;;;;;;;;;;;;
24/03/2020;16;Puglia;4.112.559.576;1.686.736.689;317;57;374;566;940;78;21;44;1005;7345;;;;;;;;;;;;
24/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;80;19;99;296;395;52;11;15;421;2859;;;;;;;;;;;;
24/03/2020;19;Sicilia;3.811.569.725;133.623.567;250;60;310;489;799;118;27;20;846;7170;;;;;;;;;;;;
24/03/2020;9;Toscana;4.376.923.077;1.125.588.885;918;244;1162;1357;2519;218;51;129;2699;15701;;;;;;;;;;;;
24/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;308;49;357;618;975;61;79;56;1110;3712;;;;;;;;;;;;
24/03/2020;10;Umbria;4.310.675.841;1.238.824.698;105;43;148;476;624;68;5;19;648;4108;;;;;;;;;;;;
24/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;71;20;91;288;379;0;2;19;400;1180;;;;;;;;;;;;
24/03/2020;5;Veneto;4.543.490.485;1.233.845.213;1318;304;1622;3729;5351;365;381;216;5948;66178;;;;;;;;;;;;
25/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;248;59;307;431;738;116;23;52;813;4982;;;;;;;;;;;;
25/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;20;14;34;78;112;21;0;1;113;857;;;;;;;;;;;;
25/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;190;40;230;518;748;49;67;43;858;6649;;;;;;;;;;;;
25/03/2020;18;Calabria;3.890.597.598;1.659.440.194;93;23;116;217;333;29;7;11;351;5058;;;;;;;;;;;;
25/03/2020;15;Campania;4.083.956.555;1.425.084.984;318;123;441;631;1072;80;53;74;1199;6972;;;;;;;;;;;;
25/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;3180;294;3474;4782;8256;545;721;1077;10054;38045;;;;;;;;;;;;
25/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;200;52;252;659;911;63;158;70;1139;9494;;;;;;;;;;;;
25/03/2020;12;Lazio;4.189.277.044;1.248.366.722;805;101;906;769;1675;130;131;95;1901;20669;;;;;;;;;;;;
25/03/2020;7;Liguria;4.441.149.315;89.326.992;927;147;1074;752;1826;134;225;254;2305;6602;;;;;;;;;;;;
25/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;10026;1236;11262;9329;20591;723;7281;4474;32346;81666;;;;;;;;;;;;
25/03/2020;11;Marche;4.361.675.973;135.188.753;938;148;1086;1553;2639;142;8;287;2934;7896;;;;;;;;;;;;
25/03/2020;14;Molise;4.155.774.754;1.465.916.051;26;7;33;20;53;-2;12;8;73;580;;;;;;;;;;;;
25/03/2020;1;Piemonte;450.732.745;7.680.687.483;2544;381;2925;2631;5556;432;19;449;6024;16655;;;;;;;;;;;;
25/03/2020;16;Puglia;4.112.559.576;1.686.736.689;349;64;413;610;1023;83;22;48;1093;8223;;;;;;;;;;;;
25/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;82;19;101;311;412;17;12;18;442;3019;;;;;;;;;;;;
