date;region_code;region_name;lat;long;hospitalized_with_symptoms;intensive_care;total_hospitalized;home_isolation;positive_tests;new_positive_tests;discharged;deceased;total_cases;total_tests;;;;;;;;;;;;
05/03/2020;15;Campania;4.083.956.555;1.425.084.984;12;0;12;33;45;14;0;0;45;471;;;;;;;;;;;;
05/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;327;32;359;299;658;142;10;30;698;2884;;;;;;;;;;;;
05/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;4;0;4;17;21;3;0;0;21;397;;;;;;;;;;;;
05/03/2020;12;Lazio;4.189.277.044;1.248.366.722;20;7;27;14;41;14;3;0;44;1175;;;;;;;;;;;;
05/03/2020;7;Liguria;4.441.149.315;89.326.992;11;3;14;7;21;0;4;3;28;146;;;;;;;;;;;;
05/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;1169;244;1413;364;1777;280;376;98;2251;12354;;;;;;;;;;;;
05/03/2020;11;Marche;4.361.675.973;135.188.753;57;19;76;44;120;40;0;4;124;413;;;;;;;;;;;;
05/03/2020;14;Molise;4.155.774.754;1.465.916.051;4;0;4;3;7;4;0;0;7;24;;;;;;;;;;;;
05/03/2020;1;Piemonte;450.732.745;7.680.687.483;43;17;60;46;106;24;0;2;108;543;;;;;;;;;;;;
05/03/2020;16;Puglia;4.112.559.576;1.686.736.689;5;1;6;6;12;5;1;1;14;359;;;;;;;;;;;;
05/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;2;0;2;0;2;0;0;0;2;50;;;;;;;;;;;;
05/03/2020;19;Sicilia;3.811.569.725;133.623.567;5;0;5;11;16;0;2;0;18;367;;;;;;;;;;;;
05/03/2020;9;Toscana;4.376.923.077;1.125.588.885;26;3;29;31;60;23;1;0;61;776;;;;;;;;;;;;
05/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;2;0;2;5;7;2;0;0;7;122;;;;;;;;;;;;
05/03/2020;10;Umbria;4.310.675.841;1.238.824.698;1;1;2;7;9;0;0;0;9;88;;;;;;;;;;;;
05/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;0;0;0;2;2;2;0;0;2;21;;;;;;;;;;;;
05/03/2020;5;Veneto;4.543.490.485;1.233.845.213;92;24;116;264;380;35;17;10;407;11949;;;;;;;;;;;;
06/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;9;0;9;0;9;1;0;0;9;96;;;;;;;;;;;;
06/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;1;0;1;2;3;2;0;0;3;63;;;;;;;;;;;;
06/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;4;0;4;0;4;3;0;0;4;36;;;;;;;;;;;;
06/03/2020;18;Calabria;3.890.597.598;1.659.440.194;2;0;2;2;4;2;0;0;4;99;;;;;;;;;;;;
06/03/2020;15;Campania;4.083.956.555;1.425.084.984;12;0;12;45;57;12;0;0;57;471;;;;;;;;;;;;
06/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;397;53;450;366;816;158;17;37;870;3136;;;;;;;;;;;;
06/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;4;0;4;24;28;7;3;0;31;577;;;;;;;;;;;;
06/03/2020;12;Lazio;4.189.277.044;1.248.366.722;26;8;34;16;50;9;3;1;54;1373;;;;;;;;;;;;
06/03/2020;7;Liguria;4.441.149.315;89.326.992;12;5;17;7;24;3;5;3;32;229;;;;;;;;;;;;
06/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;1622;309;1931;77;2008;231;469;135;2612;13556;;;;;;;;;;;;
06/03/2020;11;Marche;4.361.675.973;135.188.753;73;20;93;62;155;35;0;4;159;585;;;;;;;;;;;;
06/03/2020;14;Molise;4.155.774.754;1.465.916.051;3;2;5;7;12;5;0;0;12;104;;;;;;;;;;;;
06/03/2020;1;Piemonte;450.732.745;7.680.687.483;57;30;87;52;139;33;0;4;143;793;;;;;;;;;;;;
06/03/2020;16;Puglia;4.112.559.576;1.686.736.689;5;1;6;9;15;3;1;1;17;395;;;;;;;;;;;;
06/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;2;0;2;3;5;3;0;0;5;99;;;;;;;;;;;;
06/03/2020;19;Sicilia;3.811.569.725;133.623.567;7;0;7;15;22;6;2;0;24;367;;;;;;;;;;;;
06/03/2020;9;Toscana;4.376.923.077;1.125.588.885;35;5;40;38;78;18;1;0;79;1097;;;;;;;;;;;;
06/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;4;0;4;6;10;3;0;0;10;122;;;;;;;;;;;;
06/03/2020;10;Umbria;4.310.675.841;1.238.824.698;2;2;4;12;16;7;0;0;16;110;;;;;;;;;;;;
06/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;0;0;0;7;7;5;0;0;7;28;;;;;;;;;;;;
06/03/2020;5;Veneto;4.543.490.485;1.233.845.213;117;27;144;310;454;74;22;12;488;13023;;;;;;;;;;;;
07/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;11;0;11;0;11;2;0;0;11;123;;;;;;;;;;;;
07/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;1;0;1;2;3;0;0;0;3;75;;;;;;;;;;;;
07/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;8;0;8;1;9;5;0;0;9;36;;;;;;;;;;;;
07/03/2020;18;Calabria;3.890.597.598;1.659.440.194;2;0;2;2;4;0;0;0;4;113;;;;;;;;;;;;
07/03/2020;15;Campania;4.083.956.555;1.425.084.984;16;0;16;45;61;4;0;0;61;612;;;;;;;;;;;;
07/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;464;64;528;409;937;121;25;48;1010;3604;;;;;;;;;;;;
07/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;7;1;8;31;39;11;3;0;42;577;;;;;;;;;;;;
07/03/2020;12;Lazio;4.189.277.044;1.248.366.722;43;8;51;21;72;22;3;1;76;1582;;;;;;;;;;;;
07/03/2020;7;Liguria;4.441.149.315;89.326.992;26;6;32;10;42;18;5;4;51;331;;;;;;;;;;;;
07/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;1661;359;2020;722;2742;734;524;154;3420;15778;;;;;;;;;;;;
07/03/2020;11;Marche;4.361.675.973;135.188.753;94;36;130;71;201;46;0;6;207;816;;;;;;;;;;;;
07/03/2020;14;Molise;4.155.774.754;1.465.916.051;3;2;5;9;14;2;0;0;14;112;;;;;;;;;;;;
07/03/2020;1;Piemonte;450.732.745;7.680.687.483;110;38;148;54;202;63;0;5;207;1046;;;;;;;;;;;;
07/03/2020;16;Puglia;4.112.559.576;1.686.736.689;9;2;11;12;23;8;1;2;26;395;;;;;;;;;;;;
07/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;2;0;2;3;5;0;0;0;5;99;;;;;;;;;;;;
07/03/2020;19;Sicilia;3.811.569.725;133.623.567;8;0;8;25;33;11;2;0;35;643;;;;;;;;;;;;
07/03/2020;9;Toscana;4.376.923.077;1.125.588.885;54;7;61;51;112;34;1;0;113;1331;;;;;;;;;;;;
07/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;6;1;7;7;14;4;0;0;14;194;;;;;;;;;;;;
07/03/2020;10;Umbria;4.310.675.841;1.238.824.698;2;2;4;20;24;8;0;0;24;134;;;;;;;;;;;;
07/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;1;0;1;7;8;1;0;0;8;32;;;;;;;;;;;;
07/03/2020;5;Veneto;4.543.490.485;1.233.845.213;123;41;164;341;505;51;25;13;543;14429;;;;;;;;;;;;
08/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;14;0;14;3;17;6;0;0;17;163;;;;;;;;;;;;
08/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;2;0;2;2;4;1;0;0;4;123;;;;;;;;;;;;
08/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;8;0;8;1;9;0;0;0;9;36;;;;;;;;;;;;
08/03/2020;18;Calabria;3.890.597.598;1.659.440.194;5;0;5;4;9;5;0;0;9;113;;;;;;;;;;;;
08/03/2020;15;Campania;4.083.956.555;1.425.084.984;30;7;37;63;100;39;1;0;101;980;;;;;;;;;;;;
08/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;542;75;617;480;1097;160;27;56;1180;4344;;;;;;;;;;;;
08/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;7;1;8;45;53;14;3;1;57;997;;;;;;;;;;;;
08/03/2020;12;Lazio;4.189.277.044;1.248.366.722;47;8;55;26;81;9;3;3;87;1929;;;;;;;;;;;;
08/03/2020;7;Liguria;4.441.149.315;89.326.992;39;11;50;17;67;25;5;6;78;401;;;;;;;;;;;;
08/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;2217;399;2616;756;3372;630;550;267;4189;18534;;;;;;;;;;;;
08/03/2020;11;Marche;4.361.675.973;135.188.753;110;41;151;114;265;64;0;7;272;1025;;;;;;;;;;;;
08/03/2020;14;Molise;4.155.774.754;1.465.916.051;4;2;6;8;14;0;0;0;14;116;;;;;;;;;;;;
08/03/2020;1;Piemonte;450.732.745;7.680.687.483;245;45;290;65;355;153;0;5;360;1636;;;;;;;;;;;;
08/03/2020;16;Puglia;4.112.559.576;1.686.736.689;17;3;20;16;36;13;1;3;40;627;;;;;;;;;;;;
08/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;5;0;5;6;11;6;0;0;11;149;;;;;;;;;;;;
08/03/2020;19;Sicilia;3.811.569.725;133.623.567;18;0;18;33;51;18;2;0;53;791;;;;;;;;;;;;
08/03/2020;9;Toscana;4.376.923.077;1.125.588.885;91;7;98;67;165;53;1;0;166;1618;;;;;;;;;;;;
08/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;7;2;9;14;23;9;0;0;23;228;;;;;;;;;;;;
08/03/2020;10;Umbria;4.310.675.841;1.238.824.698;2;2;4;22;26;2;0;0;26;168;;;;;;;;;;;;
08/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;1;0;1;8;9;1;0;0;9;41;;;;;;;;;;;;
08/03/2020;5;Veneto;4.543.490.485;1.233.845.213;146;47;193;430;623;118;29;18;670;15918;;;;;;;;;;;;
09/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;25;0;25;5;30;13;0;0;30;237;;;;;;;;;;;;
09/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;2;0;2;3;5;1;0;0;5;135;;;;;;;;;;;;
09/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;8;0;8;1;9;0;0;0;9;36;;;;;;;;;;;;
09/03/2020;18;Calabria;3.890.597.598;1.659.440.194;8;0;8;1;9;0;2;0;11;173;;;;;;;;;;;;
09/03/2020;15;Campania;4.083.956.555;1.425.084.984;42;8;50;69;119;19;1;0;120;980;;;;;;;;;;;;
09/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;576;90;666;620;1286;189;30;70;1386;4906;;;;;;;;;;;;
09/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;18;1;19;70;89;36;3;1;93;1344;;;;;;;;;;;;
09/03/2020;12;Lazio;4.189.277.044;1.248.366.722;55;8;63;31;94;13;3;5;102;1929;;;;;;;;;;;;
09/03/2020;7;Liguria;4.441.149.315;89.326.992;60;17;77;20;97;30;5;7;109;611;;;;;;;;;;;;
09/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;2802;440;3242;1248;4490;1118;646;333;5469;20135;;;;;;;;;;;;
09/03/2020;11;Marche;4.361.675.973;135.188.753;136;47;183;130;313;48;0;10;323;1250;;;;;;;;;;;;
09/03/2020;14;Molise;4.155.774.754;1.465.916.051;4;2;6;8;14;0;0;0;14;212;;;;;;;;;;;;
09/03/2020;1;Piemonte;450.732.745;7.680.687.483;222;50;272;65;337;-18;0;13;350;1681;;;;;;;;;;;;
09/03/2020;16;Puglia;4.112.559.576;1.686.736.689;20;6;26;20;46;10;1;3;50;685;;;;;;;;;;;;
09/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;8;0;8;11;19;8;0;0;19;185;;;;;;;;;;;;
09/03/2020;19;Sicilia;3.811.569.725;133.623.567;19;0;19;33;52;1;2;0;54;836;;;;;;;;;;;;
09/03/2020;9;Toscana;4.376.923.077;1.125.588.885;107;9;116;90;206;41;1;1;208;2018;;;;;;;;;;;;
09/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;10;2;12;21;33;10;0;0;33;267;;;;;;;;;;;;
09/03/2020;10;Umbria;4.310.675.841;1.238.824.698;4;2;6;22;28;2;0;0;28;183;;;;;;;;;;;;
09/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;4;0;4;11;15;6;0;0;15;67;;;;;;;;;;;;
09/03/2020;5;Veneto;4.543.490.485;1.233.845.213;186;51;237;457;694;71;30;20;744;15956;;;;;;;;;;;;
10/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;17;9;26;11;37;7;0;1;38;310;;;;;;;;;;;;
10/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;2;0;2;5;7;2;0;0;7;148;;;;;;;;;;;;
10/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;17;1;18;20;38;29;0;0;38;36;;;;;;;;;;;;
10/03/2020;18;Calabria;3.890.597.598;1.659.440.194;8;2;10;1;11;2;2;0;13;360;;;;;;;;;;;;
10/03/2020;15;Campania;4.083.956.555;1.425.084.984;33;8;41;85;126;7;1;0;127;1141;;;;;;;;;;;;
10/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;669;98;767;650;1417;131;31;85;1533;5494;;;;;;;;;;;;
10/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;27;6;33;77;110;21;3;3;116;1602;;;;;;;;;;;;
10/03/2020;12;Lazio;4.189.277.044;1.248.366.722;50;15;65;34;99;5;11;6;116;3591;;;;;;;;;;;;
10/03/2020;7;Liguria;4.441.149.315;89.326.992;57;29;86;42;128;31;5;8;141;694;;;;;;;;;;;;
10/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;3319;466;3785;642;4427;-63;896;468;5791;21479;;;;;;;;;;;;
10/03/2020;11;Marche;4.361.675.973;135.188.753;152;54;206;175;381;68;0;13;394;1437;;;;;;;;;;;;
10/03/2020;14;Molise;4.155.774.754;1.465.916.051;3;3;6;9;15;1;0;0;15;225;;;;;;;;;;;;
10/03/2020;1;Piemonte;450.732.745;7.680.687.483;306;66;372;64;436;99;0;17;453;2374;;;;;;;;;;;;
10/03/2020;16;Puglia;4.112.559.576;1.686.736.689;28;6;34;21;55;9;1;3;59;747;;;;;;;;;;;;
10/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;9;0;9;11;20;1;0;0;20;204;;;;;;;;;;;;
10/03/2020;19;Sicilia;3.811.569.725;133.623.567;17;2;19;41;60;8;2;0;62;955;;;;;;;;;;;;
10/03/2020;9;Toscana;4.376.923.077;1.125.588.885;91;40;131;129;260;54;3;1;264;2573;;;;;;;;;;;;
10/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;19;3;22;28;50;17;2;0;52;399;;;;;;;;;;;;
10/03/2020;10;Umbria;4.310.675.841;1.238.824.698;8;2;10;27;37;9;0;0;37;260;;;;;;;;;;;;
10/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;2;0;2;15;17;2;0;0;17;89;;;;;;;;;;;;
10/03/2020;5;Veneto;4.543.490.485;1.233.845.213;204;67;271;512;783;89;47;26;856;16643;;;;;;;;;;;;
11/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;17;9;26;11;37;0;0;1;38;310;;;;;;;;;;;;
11/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;1;1;2;6;8;1;0;0;8;155;;;;;;;;;;;;
11/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;8;4;12;63;75;37;0;0;75;75;;;;;;;;;;;;
11/03/2020;18;Calabria;3.890.597.598;1.659.440.194;10;2;12;5;17;6;2;0;19;405;;;;;;;;;;;;
11/03/2020;15;Campania;4.083.956.555;1.425.084.984;56;11;67;82;149;23;4;1;154;1375;;;;;;;;;;;;
11/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;745;104;849;739;1588;171;38;113;1739;6640;;;;;;;;;;;;
11/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;16;5;21;89;110;0;10;6;126;2073;;;;;;;;;;;;
11/03/2020;12;Lazio;4.189.277.044;1.248.366.722;67;18;85;40;125;26;19;6;150;3591;;;;;;;;;;;;
11/03/2020;7;Liguria;4.441.149.315;89.326.992;74;34;108;73;181;53;5;8;194;1025;;;;;;;;;;;;
11/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;3852;560;4412;1351;5763;1336;900;617;7280;25629;;;;;;;;;;;;
11/03/2020;11;Marche;4.361.675.973;135.188.753;212;66;278;183;461;80;0;18;479;1656;;;;;;;;;;;;
11/03/2020;14;Molise;4.155.774.754;1.465.916.051;4;3;7;9;16;1;0;0;16;233;;;;;;;;;;;;
11/03/2020;1;Piemonte;450.732.745;7.680.687.483;319;75;394;86;480;44;0;21;501;2431;;;;;;;;;;;;
11/03/2020;16;Puglia;4.112.559.576;1.686.736.689;38;4;42;29;71;16;1;5;77;909;;;;;;;;;;;;
11/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;10;0;10;27;37;17;0;0;37;283;;;;;;;;;;;;
11/03/2020;19;Sicilia;3.811.569.725;133.623.567;23;1;24;57;81;21;2;0;83;1194;;;;;;;;;;;;
11/03/2020;9;Toscana;4.376.923.077;1.125.588.885;87;54;141;173;314;54;5;1;320;2804;;;;;;;;;;;;
11/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;28;4;32;42;74;24;3;0;77;527;;;;;;;;;;;;
11/03/2020;10;Umbria;4.310.675.841;1.238.824.698;7;5;12;32;44;7;2;0;46;340;;;;;;;;;;;;
11/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;2;0;2;17;19;2;0;1;20;99;;;;;;;;;;;;
11/03/2020;5;Veneto;4.543.490.485;1.233.845.213;262;68;330;610;940;157;54;29;1023;21400;;;;;;;;;;;;
12/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;47;12;59;19;78;41;4;2;84;867;;;;;;;;;;;;
12/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;1;1;2;6;8;0;0;0;8;155;;;;;;;;;;;;
12/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;21;4;25;78;103;28;0;1;104;607;;;;;;;;;;;;
12/03/2020;18;Calabria;3.890.597.598;1.659.440.194;14;2;16;16;32;15;1;0;33;483;;;;;;;;;;;;
12/03/2020;15;Campania;4.083.956.555;1.425.084.984;56;11;67;107;174;25;4;1;179;1551;;;;;;;;;;;;
12/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;814;112;926;832;1758;170;43;146;1947;7600;;;;;;;;;;;;
12/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;23;10;33;115;148;38;11;8;167;2604;;;;;;;;;;;;
12/03/2020;12;Lazio;4.189.277.044;1.248.366.722;85;20;105;67;172;47;19;9;200;5592;;;;;;;;;;;;
12/03/2020;7;Liguria;4.441.149.315;89.326.992;100;36;136;107;243;62;20;11;274;1174;;;;;;;;;;;;
12/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;4247;605;4852;2044;6896;1133;1085;744;8725;29534;;;;;;;;;;;;
12/03/2020;11;Marche;4.361.675.973;135.188.753;254;76;330;240;570;109;0;22;592;1907;;;;;;;;;;;;
12/03/2020;14;Molise;4.155.774.754;1.465.916.051;4;3;7;9;16;0;0;0;16;238;;;;;;;;;;;;
12/03/2020;1;Piemonte;450.732.745;7.680.687.483;368;97;465;89;554;74;0;26;580;2879;;;;;;;;;;;;
12/03/2020;16;Puglia;4.112.559.576;1.686.736.689;58;2;60;38;98;27;1;5;104;1269;;;;;;;;;;;;
12/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;12;0;12;27;39;2;0;0;39;302;;;;;;;;;;;;
12/03/2020;19;Sicilia;3.811.569.725;133.623.567;28;5;33;78;111;30;2;2;115;1477;;;;;;;;;;;;
12/03/2020;9;Toscana;4.376.923.077;1.125.588.885;100;59;159;193;352;38;7;5;364;3165;;;;;;;;;;;;
12/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;43;5;48;54;102;28;4;1;107;593;;;;;;;;;;;;
12/03/2020;10;Umbria;4.310.675.841;1.238.824.698;8;8;16;46;62;18;2;0;64;458;;;;;;;;;;;;
12/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;7;0;7;19;26;7;0;1;27;118;;;;;;;;;;;;
12/03/2020;5;Veneto;4.543.490.485;1.233.845.213;360;85;445;852;1297;357;55;32;1384;23438;;;;;;;;;;;;
13/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;42;14;56;27;83;5;4;2;89;958;;;;;;;;;;;;
13/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;1;1;2;8;10;2;0;0;10;155;;;;;;;;;;;;
13/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;20;5;25;98;123;20;0;2;125;811;;;;;;;;;;;;
13/03/2020;18;Calabria;3.890.597.598;1.659.440.194;18;3;21;16;37;5;1;0;38;504;;;;;;;;;;;;
13/03/2020;15;Campania;4.083.956.555;1.425.084.984;60;19;79;134;213;39;5;2;220;1671;;;;;;;;;;;;
13/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;942;128;1070;941;2011;253;51;201;2263;8787;;;;;;;;;;;;
13/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;59;8;67;169;236;88;11;10;257;3149;;;;;;;;;;;;
13/03/2020;12;Lazio;4.189.277.044;1.248.366.722;122;24;146;96;242;70;24;11;277;6491;;;;;;;;;;;;
13/03/2020;7;Liguria;4.441.149.315;89.326.992;128;44;172;132;304;61;24;17;345;1442;;;;;;;;;;;;
13/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;4435;650;5085;2647;7732;836;1198;890;9820;32700;;;;;;;;;;;;
13/03/2020;11;Marche;4.361.675.973;135.188.753;337;85;422;276;698;128;0;27;725;2218;;;;;;;;;;;;
13/03/2020;14;Molise;4.155.774.754;1.465.916.051;5;3;8;9;17;1;0;0;17;243;;;;;;;;;;;;
13/03/2020;1;Piemonte;450.732.745;7.680.687.483;556;135;691;103;794;240;0;46;840;3105;;;;;;;;;;;;
13/03/2020;16;Puglia;4.112.559.576;1.686.736.689;77;2;79;42;121;23;3;5;129;1449;;;;;;;;;;;;
13/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;12;0;12;31;43;4;0;0;43;504;;;;;;;;;;;;
13/03/2020;19;Sicilia;3.811.569.725;133.623.567;37;7;44;82;126;15;2;2;130;1950;;;;;;;;;;;;
13/03/2020;9;Toscana;4.376.923.077;1.125.588.885;134;77;211;244;455;103;10;5;470;4049;;;;;;;;;;;;
13/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;58;6;64;93;157;55;4;2;163;846;;;;;;;;;;;;
13/03/2020;10;Umbria;4.310.675.841;1.238.824.698;11;10;21;52;73;11;2;1;76;576;;;;;;;;;;;;
13/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;6;0;6;21;27;1;0;1;28;189;;;;;;;;;;;;
13/03/2020;5;Veneto;4.543.490.485;1.233.845.213;366;107;473;980;1453;156;100;42;1595;25691;;;;;;;;;;;;
14/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;51;14;65;41;106;23;4;2;112;1232;;;;;;;;;;;;
14/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;0;2;2;8;10;0;0;0;10;155;;;;;;;;;;;;
14/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;26;7;33;137;170;47;0;3;173;1135;;;;;;;;;;;;
14/03/2020;18;Calabria;3.890.597.598;1.659.440.194;22;4;26;33;59;22;1;0;60;711;;;;;;;;;;;;
14/03/2020;15;Campania;4.083.956.555;1.425.084.984;72;17;89;154;243;30;23;6;272;1936;;;;;;;;;;;;
14/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;1076;152;1228;1121;2349;338;54;241;2644;10043;;;;;;;;;;;;
14/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;67;11;78;193;271;35;17;13;301;3376;;;;;;;;;;;;
14/03/2020;12;Lazio;4.189.277.044;1.248.366.722;181;25;206;114;320;78;24;13;357;7335;;;;;;;;;;;;
14/03/2020;7;Liguria;4.441.149.315;89.326.992;213;62;275;109;384;80;52;27;463;1750;;;;;;;;;;;;
14/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;4898;732;5630;3429;9059;1327;1660;966;11685;37138;;;;;;;;;;;;
14/03/2020;11;Marche;4.361.675.973;135.188.753;449;93;542;321;863;165;0;36;899;2561;;;;;;;;;;;;
14/03/2020;14;Molise;4.155.774.754;1.465.916.051;5;3;8;9;17;0;0;0;17;247;;;;;;;;;;;;
14/03/2020;1;Piemonte;450.732.745;7.680.687.483;538;150;688;126;814;20;0;59;873;3680;;;;;;;;;;;;
14/03/2020;16;Puglia;4.112.559.576;1.686.736.689;91;6;97;59;156;35;2;8;166;1681;;;;;;;;;;;;
14/03/2020;20;Sardegna;3.921.531.192;9.110.616.306;14;0;14;33;47;4;0;0;47;530;;;;;;;;;;;;
14/03/2020;19;Sicilia;3.811.569.725;133.623.567;42;11;53;97;150;24;4;2;156;2100;;;;;;;;;;;;
14/03/2020;9;Toscana;4.376.923.077;1.125.588.885;160;87;247;367;614;159;10;6;630;4595;;;;;;;;;;;;
14/03/2020;4;P.A. Trento;4.606.893.511;1.112.123.097;68;12;80;119;199;42;5;2;206;1006;;;;;;;;;;;;
14/03/2020;10;Umbria;4.310.675.841;1.238.824.698;21;11;32;71;103;30;3;1;107;748;;;;;;;;;;;;
14/03/2020;2;Valle d'Aosta;4.573.750.286;7.320.149.366;12;0;12;29;41;14;0;1;42;231;;;;;;;;;;;;
14/03/2020;5;Veneto;4.543.490.485;1.233.845.213;366;119;485;1290;1775;322;107;55;1937;26980;;;;;;;;;;;;
15/03/2020;13;Abruzzo;4.235.122.196;1.339.843.823;72;28;100;28;128;22;6;3;137;1419;;;;;;;;;;;;
15/03/2020;17;Basilicata;4.063.947.052;1.580.514.834;0;2;2;9;11;1;0;0;11;208;;;;;;;;;;;;
15/03/2020;4;P.A. Bolzano;4.649.933.453;1.135.662.422;50;4;54;145;199;29;0;5;204;1497;;;;;;;;;;;;
15/03/2020;18;Calabria;3.890.597.598;1.659.440.194;32;6;38;28;66;7;1;1;68;884;;;;;;;;;;;;
15/03/2020;15;Campania;4.083.956.555;1.425.084.984;73;22;95;201;296;53;28;9;333;2213;;;;;;;;;;;;
15/03/2020;8;Emilia Romagna;4.449.436.681;113.417.208;1215;169;1384;1357;2741;392;68;284;3093;12054;;;;;;;;;;;;
15/03/2020;6;Friuli Venezia Giulia;456.494.354;1.376.813.649;98;12;110;206;316;45;17;14;347;3407;;;;;;;;;;;;
15/03/2020;12;Lazio;4.189.277.044;1.248.366.722;223;31;254;142;396;76;24;16;436;8345;;;;;;;;;;;;
15/03/2020;7;Liguria;4.441.149.315;89.326.992;253;66;319;174;493;109;33;33;559;1973;;;;;;;;;;;;
15/03/2020;3;Lombardia;4.546.679.409;9.190.347.404;5500;767;6267;3776;10043;984;2011;1218;13272;40369;;;;;;;;;;;;
15/03/2020;11;Marche;4.361.675.973;135.188.753;521;98;619;468;1087;224;0;46;1133;2946;;;;;;;;;;;;
15/03/2020;14;Molise;4.155.774.754;1.465.916.051;3;4;7;10;17;0;0;0;17;248;;;;;;;;;;;;
