codice_regione,denominazione_regione,Età,Maschi celibi,Maschi coniugati,Maschi divorziati,Maschi vedovi,Maschi uniti civilmente,Maschi già in unione civile (per scioglimento),Maschi già in unione civile (per decesso del partner),Totale Maschi,Femmine nubili,Femmine coniugate,Femmine divorziate,Femmine vedove,Femmine unite civilmente,Femmine già in unione civile (per scioglimento),Femmine già in unione civile (per decesso del partner),Totale Femmine,Popolazione
10,Umbria,56,962,4900,380,59,3,0,0,6304,670,5304,519,306,1,0,0,6800,13104
10,Umbria,57,897,4988,371,76,3,0,0,6335,672,5221,481,364,0,0,0,6738,13073
10,Umbria,58,785,4953,364,79,1,0,0,6182,630,5197,501,361,1,0,0,6690,12872
10,Umbria,59,725,4763,328,98,2,0,0,5916,622,4977,436,415,0,0,0,6450,12366
10,Umbria,60,707,4508,284,85,6,0,0,5590,539,4682,423,434,0,0,0,6078,11668
10,Umbria,61,629,4389,305,110,3,0,0,5436,495,4574,393,503,0,1,0,5966,11402
10,Umbria,62,559,4581,283,127,4,0,0,5554,492,4626,374,526,1,0,0,6019,11573
10,Umbria,63,572,4462,236,138,0,0,0,5408,427,4615,347,543,0,0,0,5932,11340
10,Umbria,64,490,4328,256,130,1,0,0,5205,397,4470,296,638,0,0,0,5801,11006
10,Umbria,65,485,4326,223,151,3,0,0,5188,393,4237,291,746,0,0,0,5667,10855
10,Umbria,66,411,4060,208,150,1,0,0,4830,368,4028,259,744,0,0,0,5399,10229
10,Umbria,67,432,4281,209,164,1,0,0,5087,335,4149,281,848,0,0,0,5613,10700
10,Umbria,68,403,4341,206,224,4,0,0,5178,346,4165,261,904,1,0,0,5677,10855
10,Umbria,69,382,4510,203,229,1,0,0,5325,336,4207,266,1048,0,0,0,5857,11182
10,Umbria,70,387,4840,183,260,3,0,0,5673,351,4404,217,1230,0,0,0,6202,11875
10,Umbria,71,398,4412,140,294,0,0,0,5244,299,3964,189,1273,0,0,0,5725,10969
10,Umbria,72,362,4107,135,305,1,0,0,4910,268,3781,183,1361,0,0,0,5593,10503
10,Umbria,73,288,3267,87,241,1,0,0,3884,213,2918,156,1205,0,0,0,4492,8376
10,Umbria,74,292,3364,79,288,1,0,0,4024,260,2992,121,1450,0,0,0,4823,8847
10,Umbria,75,290,3582,78,331,1,0,0,4282,239,2941,108,1614,0,0,0,4902,9184
10,Umbria,76,284,3196,87,326,0,0,0,3893,208,2550,122,1647,1,0,0,4528,8421
10,Umbria,77,274,3151,64,368,0,0,0,3857,223,2507,100,1774,0,0,0,4604,8461
10,Umbria,78,289,3468,71,402,0,0,0,4230,251,2552,106,2189,0,0,0,5098,9328
10,Umbria,79,260,3155,56,455,1,0,0,3927,258,2391,99,2320,0,0,0,5068,8995
10,Umbria,80,256,3152,57,491,0,0,0,3956,205,2125,82,2582,0,0,0,4994,8950
10,Umbria,81,191,2606,38,425,1,0,0,3261,196,1753,76,2566,0,0,0,4591,7852
10,Umbria,82,177,2231,32,428,0,0,0,2868,185,1451,54,2444,0,0,0,4134,7002
10,Umbria,83,192,2142,36,480,0,0,0,2850,211,1259,42,2585,0,0,0,4097,6947
10,Umbria,84,179,1927,28,478,1,0,0,2613,203,1046,30,2627,0,0,0,3906,6519
10,Umbria,85,150,1715,23,481,0,0,0,2369,165,846,34,2598,0,0,0,3643,6012
10,Umbria,86,112,1441,15,459,0,0,0,2027,163,625,31,2350,0,0,0,3169,5196
10,Umbria,87,98,1261,12,495,1,0,0,1867,145,497,31,2554,0,0,0,3227,5094
10,Umbria,88,86,1064,8,454,1,0,0,1613,130,423,23,2475,0,0,0,3051,4664
10,Umbria,89,52,770,6,363,0,0,0,1191,126,260,25,2077,0,0,0,2488,3679
10,Umbria,90,56,605,8,351,0,0,0,1020,109,199,12,1825,0,0,0,2145,3165
10,Umbria,91,44,472,8,307,0,0,0,831,112,158,11,1735,0,0,0,2016,2847
10,Umbria,92,36,338,3,302,0,0,0,679,102,95,13,1405,0,0,0,1615,2294
10,Umbria,93,24,272,2,241,0,0,0,539,66,53,9,1258,0,0,0,1386,1925
10,Umbria,94,24,171,0,197,0,0,0,392,72,49,7,959,0,0,0,1087,1479
10,Umbria,95,8,97,0,142,0,0,0,247,52,22,6,736,0,0,0,816,1063
10,Umbria,96,9,58,0,100,0,0,0,167,36,16,6,540,0,0,0,598,765
10,Umbria,97,4,39,1,82,0,0,0,126,22,11,1,419,0,0,0,453,579
10,Umbria,98,3,19,1,50,0,0,0,73,18,5,1,282,0,0,0,306,379
10,Umbria,99,0,13,0,14,0,0,0,27,10,2,0,146,0,0,0,158,185
10,Umbria,100,2,10,0,19,0,0,0,31,28,6,2,187,0,0,0,223,254
5,Veneto,0,18201,0,0,0,0,0,0,18201,17241,0,0,0,0,0,0,17241,35442
5,Veneto,1,19091,0,0,0,0,0,0,19091,17933,0,0,0,0,0,0,17933,37024
5,Veneto,2,19739,0,0,0,0,0,0,19739,18593,0,0,0,0,0,0,18593,38332
5,Veneto,3,20194,0,0,0,0,0,0,20194,19283,0,0,0,0,0,0,19283,39477
5,Veneto,4,20826,0,0,0,0,0,0,20826,19959,0,0,0,0,0,0,19959,40785
5,Veneto,5,21513,0,0,0,0,0,0,21513,20398,0,0,0,0,0,0,20398,41911
5,Veneto,6,22628,0,0,0,0,0,0,22628,21421,0,0,0,0,0,0,21421,44049
5,Veneto,7,22965,0,0,0,0,0,0,22965,21861,0,0,0,0,0,0,21861,44826
5,Veneto,8,23817,0,0,0,0,0,0,23817,22392,0,0,0,0,0,0,22392,46209
5,Veneto,9,24128,0,0,0,0,0,0,24128,22743,0,0,0,0,0,0,22743,46871
5,Veneto,10,24579,0,0,0,0,0,0,24579,23320,0,0,0,0,0,0,23320,47899
5,Veneto,11,24197,0,0,0,0,0,0,24197,23106,0,0,0,0,0,0,23106,47303
5,Veneto,12,24364,0,0,0,0,0,0,24364,22947,0,0,0,0,0,0,22947,47311
5,Veneto,13,24248,0,0,0,0,0,0,24248,22662,0,0,0,0,0,0,22662,46910
5,Veneto,14,24503,0,0,0,0,0,0,24503,23053,0,0,0,0,0,0,23053,47556
5,Veneto,15,23924,0,0,0,0,0,0,23924,22703,0,0,0,0,0,0,22703,46627
5,Veneto,16,23842,0,0,0,0,0,0,23842,22243,0,0,0,0,0,0,22243,46085
5,Veneto,17,23749,0,0,0,0,0,0,23749,22086,1,0,0,0,0,0,22087,45836
5,Veneto,18,24704,0,0,0,0,0,0,24704,23008,51,0,0,0,0,0,23059,47763
5,Veneto,19,24322,6,0,0,0,0,0,24328,22678,166,0,0,0,0,0,22844,47172
5,Veneto,20,25062,23,1,1,0,0,0,25087,22454,311,2,2,0,0,0,22769,47856
5,Veneto,21,24858,68,0,2,0,0,0,24928,22297,579,3,0,1,0,0,22880,47808
5,Veneto,22,24679,145,2,1,1,0,0,24828,21697,841,3,0,4,0,0,22545,47373
5,Veneto,23,24271,285,3,1,3,0,0,24563,20772,1314,11,4,2,0,0,22103,46666
5,Veneto,24,23818,460,7,2,1,0,0,24288,20717,1854,16,4,2,0,0,22593,46881
5,Veneto,25,23342,817,2,1,6,0,0,24168,20645,2465,35,6,1,0,0,23152,47320
5,Veneto,26,24006,1236,12,4,4,0,0,25262,20312,3516,46,8,8,0,0,23890,49152
5,Veneto,27,23090,1809,22,0,5,0,0,24926,19259,4765,68,5,5,0,0,24102,49028
5,Veneto,28,22944,2740,17,1,10,0,0,25712,18242,6161,81,16,5,0,0,24505,50217
5,Veneto,29,21465,3790,39,5,9,0,0,25308,16938,7658,154,14,11,0,0,24775,50083
5,Veneto,30,20726,4953,69,6,10,0,0,25764,15776,9531,205,18,13,0,0,25543,51307
5,Veneto,31,18856,6195,93,7,15,0,0,25166,13962,10366,246,19,11,0,0,24604,49770
5,Veneto,32,17815,7200,101,6,21,1,0,25144,13203,11650,318,21,14,0,0,25206,50350
5,Veneto,33,17631,8594,182,9,13,0,0,26429,12753,13323,442,39,17,0,1,26575,53004
5,Veneto,34,16451,9782,190,6,18,0,0,26447,11865,14317,483,46,9,0,0,26720,53167
5,Veneto,35,15948,11089,260,7,19,0,0,27323,11104,15169,587,70,12,0,0,26942,54265
5,Veneto,36,15277,12332,330,8,15,0,0,27962,10990,16648,756,86,10,0,0,28490,56452
5,Veneto,37,14931,13467,436,23,16,0,0,28873,10481,17348,825,106,14,0,0,28774,57647
5,Veneto,38,14671,14790,525,19,17,0,0,30022,9856,18255,1027,113,15,0,0,29266,59288
5,Veneto,39,14423,15957,645,24,21,0,0,31070,9900,19511,1178,123,20,0,0,30732,61802
5,Veneto,40,15069,17371,766,30,20,0,1,33257,10270,21063,1412,155,11,0,0,32911,66168
5,Veneto,41,14657,18577,874,34,27,0,0,34169,9989,22412,1593,212,10,0,0,34216,68385
5,Veneto,42,14759,20162,1060,37,21,0,0,36039,9551,23955,1826,225,12,0,0,35569,71608
5,Veneto,43,14700,21896,1273,53,25,0,0,37947,9595,25245,2128,287,20,0,0,37275,75222
5,Veneto,44,14803,23884,1424,68,26,0,0,40205,9974,27001,2362,356,11,0,0,39704,79909
5,Veneto,45,13893,24218,1706,88,20,0,0,39925,9105,27422,2419,375,15,0,0,39336,79261
5,Veneto,46,13281,25511,1845,120,26,0,0,40783,8732,27745,2649,448,17,0,0,39591,80374
5,Veneto,47,12664,26122,1993,124,20,1,0,40924,8375,28807,2824,511,17,1,1,40536,81460
5,Veneto,48,11765,27121,2072,131,20,0,0,41109,7674,29170,3003,535,8,0,0,40390,81499
5,Veneto,49,11050,28531,2450,165,27,0,0,42223,7346,30362,3121,675,12,0,0,41516,83739
5,Veneto,50,10246,28668,2365,170,22,0,0,41471,6980,30350,3190,807,6,0,0,41333,82804
5,Veneto,51,9628,29549,2481,217,20,0,2,41897,6703,30616,3336,843,11,0,0,41509,83406
5,Veneto,52,9110,30022,2650,268,29,0,0,42079,6266,31153,3378,949,15,1,0,41762,83841
5,Veneto,53,8458,30578,2775,303,26,0,0,42140,5958,31266,3450,1136,16,0,0,41826,83966
5,Veneto,54,7759,30967,2890,314,15,1,0,41946,5695,31977,3558,1343,7,0,0,42580,84526
5,Veneto,55,6930,29436,2679,317,20,0,0,39382,4941,30313,3227,1348,10,0,0,39839,79221
5,Veneto,56,6014,28787,2618,411,28,0,0,37858,4603,29086,3039,1602,5,0,0,38335,76193
5,Veneto,57,5774,28151,2512,456,20,0,0,36913,4238,28622,3055,1755,4,1,0,37675,74588
5,Veneto,58,4982,27111,2181,435,28,0,0,34737,3698,27410,2765,1856,7,0,0,35736,70473
5,Veneto,59,4649,27064,2263,506,15,0,0,34497,3547,27271,2503,2144,6,0,0,35471,69968
5,Veneto,60,4170,25439,1995,475,14,0,0,32093,3103,25777,2274,2302,4,0,0,33460,65553
5,Veneto,61,3903,25087,1892,548,18,0,0,31448,2991,24888,2215,2566,7,0,0,32667,64115
5,Veneto,62,3575,24611,1760,604,14,0,0,30564,2860,24508,2084,2818,2,0,0,32272,62836
5,Veneto,63,3210,23788,1601,679,12,1,0,29291,2536,23756,1897,2980,4,0,0,31173,60464
5,Veneto,64,3095,23597,1492,803,16,0,0,29003,2316,22996,1802,3327,2,0,0,30443,59446
5,Veneto,65,2699,23089,1323,816,11,0,0,27938,2051,22114,1655,3537,2,0,1,29360,57298
5,Veneto,66,2595,22420,1244,917,12,0,0,27188,2002,21726,1447,3877,1,0,0,29053,56241
5,Veneto,67,2444,22278,1133,972,15,0,1,26843,1860,20983,1382,4179,3,0,1,28408,55251
5,Veneto,68,2495,22739,1081,1071,10,0,0,27396,1894,21917,1381,4859,3,0,0,30054,57450
5,Veneto,69,2223,22646,1057,1220,9,0,1,27156,1837,20901,1218,5320,2,0,0,29278,56434
5,Veneto,70,2269,22915,951,1355,10,0,1,27501,1819,21227,1194,6039,1,0,0,30280,57781
5,Veneto,71,2080,22247,843,1494,8,0,0,26672,1781,19853,1158,6726,0,0,0,29518,56190
5,Veneto,72,2257,23764,878,1689,9,1,0,28598,1837,21116,1054,7833,0,0,0,31840,60438
5,Veneto,73,1423,15787,560,1289,5,0,0,19064,1308,13970,764,6005,0,0,0,22047,41111
5,Veneto,74,1664,18193,578,1512,5,0,0,21952,1476,15380,682,7675,0,0,0,25213,47165
5,Veneto,75,1627,17903,505,1757,6,0,0,21798,1521,15124,712,8503,0,0,0,25860,47658
5,Veneto,76,1583,16783,455,1833,6,0,1,20661,1598,13823,676,8924,0,0,0,25021,45682
5,Veneto,77,1553,16343,426,1971,5,0,0,20298,1530,12610,569,9791,0,0,1,24501,44799
5,Veneto,78,1515,16646,405,2194,3,0,0,20763,1565,12573,549,11177,0,0,0,25864,46627
5,Veneto,79,1422,15909,330,2326,1,0,0,19988,1538,11022,476,11691,0,0,0,24727,44715
5,Veneto,80,1287,14248,287,2297,2,0,0,18121,1516,9729,425,12309,0,0,0,23979,42100
5,Veneto,81,1037,12282,202,2199,3,1,0,15724,1403,7848,349,11895,0,0,0,21495,37219
5,Veneto,82,977,10386,169,2042,2,0,0,13576,1406,6325,273,11840,0,0,0,19844,33420
5,Veneto,83,842,9990,160,2160,1,0,0,13153,1328,5446,247,12386,0,1,0,19408,32561
5,Veneto,84,785,8687,127,2137,1,0,0,11737,1273,4572,207,12155,0,0,0,18207,29944
5,Veneto,85,691,6955,119,2045,0,0,0,9810,1220,3290,191,11407,0,0,0,16108,25918
5,Veneto,86,569,5892,81,1960,0,0,0,8502,1195,2779,159,11390,0,0,0,15523,24025
5,Veneto,87,463,4982,59,1870,0,0,0,7374,1140,2090,109,10876,0,0,0,14215,21589
5,Veneto,88,432,4283,50,1784,1,0,0,6550,1157,1617,124,10843,0,0,0,13741,20291
5,Veneto,89,350,3161,39,1531,0,0,0,5081,975,1066,104,9038,0,0,0,11183,16264
5,Veneto,90,251,2489,30,1304,0,0,0,4074,892,770,68,8510,0,0,0,10240,14314
5,Veneto,91,199,1870,26,1248,0,0,0,3343,867,584,59,7477,0,0,0,8987,12330
5,Veneto,92,151,1323,18,967,0,0,0,2459,650,354,55,6171,0,0,0,7230,9689
5,Veneto,93,126,887,9,828,0,0,0,1850,584,251,35,5078,0,0,0,5948,7798
5,Veneto,94,80,577,10,660,0,0,0,1327,499,149,28,3896,0,0,0,4572,5899
5,Veneto,95,53,428,8,553,0,0,0,1042,369,98,29,3227,0,0,0,3723,4765
5,Veneto,96,36,238,2,360,0,0,0,636,294,61,11,2338,0,0,0,2704,3340
5,Veneto,97,31,129,1,250,0,0,0,411,204,21,7,1700,0,0,0,1932,2343
5,Veneto,98,17,68,2,166,0,0,0,253,156,13,6,1159,0,0,0,1334,1587
5,Veneto,99,6,33,0,74,0,0,0,113,83,0,3,508,0,0,0,594,707
5,Veneto,100,6,28,0,87,0,0,0,121,123,9,7,802,0,0,0,941,1062
