data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-08-19T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,25,2,27,238,265,7,7,2840,472,3577,143041,92656,,
2020-08-19T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,0,0,0,71,71,1,1,393,28,492,51628,50838,,
2020-08-19T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,10,1,11,139,150,-4,10,1120,97,1367,139594,137560,,
2020-08-19T17:00:00,ITA,15,Campania,40.83956555,14.25084984,51,2,53,565,618,22,56,4345,440,5403,369227,196936,,
2020-08-19T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,81,7,88,1707,1795,6,76,24324,4455,30574,789983,467266,,
2020-08-19T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,7,3,10,200,210,6,11,2975,348,3533,292632,139117,,
2020-08-19T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,229,6,235,1194,1429,70,75,6996,871,9296,468319,382387,,
2020-08-19T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,23,1,24,319,343,21,30,8619,1569,10531,215615,115811,,
2020-08-19T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,151,14,165,5157,5322,8,91,75398,16844,97564,1432476,855372,,
2020-08-19T17:00:00,ITA,11,Marche,43.61675973,13.5188753,13,1,14,193,207,2,7,5871,987,7065,186776,111360,,
2020-08-19T17:00:00,ITA,14,Molise,41.55774754,14.65916051,0,0,0,51,51,7,7,429,23,503,30459,29270,,
2020-08-19T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,8,1,9,113,122,-5,7,2397,292,2811,124586,65438,,
2020-08-19T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,2,1,3,41,44,-15,2,4559,405,5008,172703,78156,,
2020-08-19T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,81,3,84,847,931,34,42,27096,4142,32169,543744,330412,,
2020-08-19T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,52,3,55,315,370,30,33,3990,555,4915,273632,190197,,
2020-08-19T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,11,0,11,143,154,32,37,1261,134,1549,120218,101544,,
2020-08-19T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,53,8,61,705,766,44,45,2786,286,3838,315870,243575,,
2020-08-19T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,20,5,25,721,746,28,40,9040,1139,10925,479103,314078,,
2020-08-19T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,9,2,11,84,95,2,4,1388,80,1563,136524,85986,,
2020-08-19T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,1,0,1,9,10,2,2,1064,146,1220,23634,16823,,
2020-08-19T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,39,6,45,1616,1661,-27,59,17615,2099,21375,1403390,546505,,
